learning Rate,Asymptote,ModelOutput,Endpoint,Rotation,Clamp_Trials
0.125385288888381,26.6116283688734,20.5154732768479,21.1970285143135,-30,-30
0.0834841862620261,18.8281044110693,11.6112791761466,11.9325832627787,-15,-15
0.928279398527052,10.2558753998033,10.2558753998006,0.436307853723264,0,0
0.710405066538242,10.7001139740515,10.7001011185519,12.3549409690446,-15,-15
0.47901577871632,20.5122798620413,20.4965369812631,-7.77370756326705,15,15
0.905392977057106,7.12270241227245,7.12270241223374,-2.08766196282098,0,0
0.806884203197001,8.06671097013684,8.066710857756,-0.304807473682866,0,0
0.4871035820332,9.18537993226565,9.17944489499534,-10.0367427309141,15,15
0.172892222508465,13.2514889635355,11.6092065962504,-15.4815495455643,15,15
0.654914896758279,33.6102665954706,33.6099888414921,19.6810241383308,-30,-30
0.57568654009116,35.1483364557592,35.1455150881987,20.3126051061866,-30,-30
0.00772671022936701,30.4971389643831,2.4942131057896,16.2069239686833,0,360
0.14578491204946,11.307773763158,9.30967601790418,24.4195139899641,-30,-30
0.86671331053385,17.7350097575785,17.7350097533955,5.53156244245696,0,0
0.721346273908438,26.5023990300019,26.5023781851607,-22.6749268363739,30,30
0.68858425127116,34.5952603282098,34.5951679088637,9.61338526945356,0,360
0.754971982820772,30.3270355860979,30.3270297890997,0.643559615209019,0,360
0.500166335831276,27.5247667219542,27.5113759942756,-27.9169264700532,30,30
0.775310759319003,36.0182535421123,36.0182508879487,7.29728215613216,-15,-15
0.774197075178699,36.0680304867825,36.0680276803951,9.76063155852476,-15,-15
0.556855267034987,31.1827743620335,31.1787386863106,-20.6039434326076,30,30
0.545086181873355,31.6632998587532,31.6578325123498,-21.2295289323334,30,30
1,7.86612523481651,7.86612523481651,-11.4204712213334,15,15
0.35312675099852,19.6454772924943,19.4824449788644,9.39713914552908,-15,-15
0,5.55873580642217,0,2.85886722491309,0,360
0.0270037469814924,55.8877973222764,14.5316723249989,15.6701233709153,-15,-15
0.508891782739629,3.51460400097066,3.51319527796085,18.3358181906578,-30,-30
1,34.1779674719496,34.1779674719496,-12.2286140897574,30,30
1,15.2309148648616,15.2309148648616,4.23597261913145,0,0
0.236156209287731,21.0780450706403,19.9894147970841,18.7530046151846,0,360
1,26.5535326434781,26.5535326434781,-11.8509210980172,15,15
0.0271849980591542,35.7544197893465,9.3508536881099,-17.3080239419472,30,30
1,26.7273201288871,26.7273201288871,9.31844330976459,-30,-30
0.256930456359363,14.3578470657438,13.8103101621051,-3.16316322040487,15,15
1,20.0100109433522,20.0100109433522,26.4979831880631,0,360
1,15.0214088215499,15.0214088215499,8.19692842694275,0,0
