learning Rate,Asymptote,ModelOutput,Endpoint,Rotation,Clamp_Trials
0,0,0,-6.08577891183679,-30,-30
0,0,0,-0.543379537273984,-15,-15
0,0,0,9.53342970490154,0,0
0,0,0,-10.7556293720586,-15,-15
0.965257761948141,13.8572835572007,-13.8572835572007,17.4314071783491,15,15
0,0,0,5.49630905876174,0,0
0,0,0,-1.88664172063637,0,0
0,1.93395856450476,0,0.714458437337705,15,15
0,0,0,1.44579208867462,15,15
0,1.86533452780527,0,-5.47066682626597,-30,-30
0,1.43926550301002,0,7.10693324528143,-30,-30
0,0,0,15.0805759439039,0,0
0,0,0,1.74758963553378,-30,-30
0,1.27826721883097,0,4.43934928070188,0,0
0.337074478615771,34.5323363857075,-34.1570713602373,2.62629819298479,30,30
1,9.40052565699717,-9.40052565699717,4.14514264592942,0,0
1,7.20599205157781,-7.20599205157781,9.63942461302562,0,0
0.0101765620637907,46.6870744123632,-4.96828231420175,6.87173717162226,30,30
0.000874267413012418,41.0650763439555,-0.393198628228714,7.5646234585243,-15,-15
0,0,0,-0.549130425362462,-15,-15
0.0709869876036755,82.9244431503993,-46.0332814324619,-58.5590476913539,30,30
0.00341893978930496,638.158911084039,-23.5940008835195,-64.0839129035791,30,30
1,70.0490661784019,-70.0490661784019,3.59921821509277,15,15
0,0,0,-10.4356212622576,-15,-15
0,0.32921415993141,0,-10.4279162431664,0,0
1,10.8649433626091,-10.8649433626091,-8.08913187279932,-15,-15
0.661322718637365,2.72239763185633,-2.72237932565339,-6.38902959581476,-30,-30
0,0,0,15.9987860986575,30,30
0,0,0,3.69631591968129,0,0
0,0,0,3.22280907150618,0,0
0,1.58724162909087,0,5.64209674567157,15,15
0.314048214985954,41.1717389614008,-40.520367529875,-2.26657700982024,30,30
0.515455737374462,0.250315687152276,-0.250229159269225,-6.52321719825047,-30,-30
0,0,0,6.57946777317235,15,15
0.0145948747358097,45.7161362720441,-6.82662339822164,14.7607040045569,0,0
1,1.38250172568824,-1.38250172568824,5.83983773485851,0,0
