learning Rate,Asymptote,ModelOutput,Endpoint,Rotation,Clamp_Trials
0.235109205610913,15.9275536157818,15.0924452175527,14.8984078311696,-30,-30
0,0.248910132125168,0,16.8325569393617,-15,-15
0.144999722831864,19.4193447826572,15.9530668430263,2.25348631511557,0,0
1,10.8995361108039,10.8995361108039,15.638445429924,-15,-15
0.136907155321125,28.4532800514056,22.8199523405619,-6.77807763248595,15,15
0.41001176729116,9.59612840223411,9.5671967725491,0.81260573198108,0,0
0.404815362779921,9.60643470136135,9.57453907938647,1.84246948126996,0,0
0.506886168782662,12.5536194384757,12.5483569884558,-8.64580172754562,15,15
0.603000738200642,10.9686498061422,10.9682263193574,-10.0512914247049,15,15
0.904449910146447,19.6853594407621,19.6853594406428,14.1282167777079,-30,-30
0.389039116925616,22.9174736460617,22.816009127482,17.7515713150602,-30,-30
0.0215635608118531,45.8409102521759,9.77374285206813,9.84908658672257,0,360
0.0731732367868472,22.1168686038749,12.5293136885928,19.4851796043526,-30,-30
0.0504363952761446,58.6499425325882,25.4580316497445,-1.10846631763339,0,0
1,8.54060600780352,8.54060600780352,-11.4949257483078,30,30
1,11.2474086032904,11.2474086032904,0.11716284765469,0,360
1,6.36571695274151,6.36571695274151,2.35688699518605,0,360
0.2571180750604,15.2193468950488,14.6405666167718,-14.4354899940367,30,30
0.119773057249855,32.2302053434232,24.3087622417242,5.93036081991491,-15,-15
0.137665749917527,30.4735532764292,24.4983169128741,13.2859636828807,-15,-15
0.563993587359538,33.8588923903209,33.8552272180545,-18.2100057096049,30,30
0.698407889226403,26.8231996317827,26.8231492666101,-16.3840149110265,30,30
0.982718218008685,2.3997727362111,2.3997727362111,-19.8179599703865,15,15
0.330285514782926,27.1238465635366,26.7941321787128,6.47684770472808,-15,-15
0.0129926522481327,63.1347728187534,8.45925993866125,-1.35091051575133,0,360
0.0356006178923997,43.2689311742611,14.2285491354416,10.6460188473607,-15,-15
0.0387001386300004,9.02737548472547,3.17935098502469,15.5337805428424,-30,-30
0.183309420266041,32.1632207454332,28.6959118060752,-9.89955431139836,30,30
0.354718854218514,12.9177408634928,12.8134069970206,2.72052753953701,0,0
0.140792624576858,17.6122599009178,14.2941325875164,6.21070804835823,0,360
0.0335904057511289,70.9313118186665,22.2220494052538,-15.0551324573233,15,15
0.860438662329296,4.44996031521858,4.44996031347768,-12.4987157157746,30,30
1,12.295221767208,12.295221767208,-0.736466504788938,-30,-30
1,1.81819638829688,1.81819638829688,1.07397652702263,15,15
0,0,0,-4.86573659161476,0,360
0,0,0,-2.09755462536855,0,0
