learning Rate,Asymptote,ModelOutput,Endpoint,Rotation,Clamp_Trials
1,5.23986444590387,5.23986444590387,-13.8768376181498,-30,-30
0.0213657602833692,40.0654582892128,8.47218779579738,-5.84391646513237,-15,-15
0,19.2655774725161,0,-6.76538813761683,0,0
0.0620910647497402,14.8660625677094,7.52154349987878,-15.7888690248987,-15,-15
0.582754339336421,11.9745205239474,11.9737214844477,-3.70016219242839,15,15
0.00961339113391426,26.8588049767364,2.70758681195682,-5.52600013177202,0,0
0.0828641701544877,4.56915756062015,2.80471957541686,-6.30013617627257,0,0
0.28358851692213,2.05395682561013,2.00155104040355,-5.75997498501641,15,15
0.128038784661397,5.82341629827408,4.53324705045713,-2.2874318196449,15,15
0.775403818166579,31.0335531721151,31.033550895668,-11.6308292452445,-30,-30
0.774254602140814,31.2380002013722,31.2379977776035,-60.667110776452,-30,-30
0.912163420140779,55.2735680731668,55.2735680730341,-4.9531288524287,0,0
0.112646834604263,18.5158479014084,13.5430004578761,-18.817513658074,-30,-30
0.780513255540863,16.0743782315771,16.0743773161464,-5.86158462447492,0,0
0.778970190241411,10.2176626776349,10.2176620491268,-0.460655701106003,30,30
0.921914753668897,5.7329870472275,5.73298704722372,-4.71373735380399,0,0
0.871505554365458,6.90843410588184,6.90843410479264,-7.65770718494609,0,0
0.787217223364886,10.1380046616491,10.1380042512053,-0.23713223613584,30,30
0.0103371949780396,39.0569717362167,4.21856394030792,-5.61944858718611,-15,-15
0.010002682605014,39.0569717362167,4.0888131484214,-9.06248161117665,-15,-15
0.0544638917533851,49.5862543911093,22.8056356729549,13.4231826058236,30,30
0.198947821176561,17.7828509371954,16.233070215368,9.39891791180126,30,30
0.0576499185789045,44.2181825025344,21.2071617334563,-8.37526063985947,15,15
0.420467956640788,1.52500207810964,1.52122529166956,-10.2819629171833,-15,-15
0,8.79849913041908,0,-17.8257626235065,0,0
0,0,0,0.731731084855454,-15,-15
0.160980124293582,18.7606904024926,16.0395963317648,-12.9980882313002,-30,-30
0.119638917064041,39.8498442024643,30.0392384516253,15.4298327668468,30,30
0.543172453558449,19.1926618141955,19.1891911680889,-4.03943704046553,0,0
0.275404765221835,24.284670700269,23.5825974462131,-11.2789600485968,0,0
0.374103168390582,11.4761989096422,11.4099271730594,-0.582213832594472,15,15
0.645451057186721,6.16154370822046,6.16147513924258,4.67625201716635,30,30
1,13.2379542824112,13.2379542824112,-7.96227388936015,-30,-30
1,8.61600150815085,8.61600150815085,0.120950809498766,15,15
0.924322975069601,3.36144489541322,3.36144489541165,-1.10962867316408,0,0
0.920863300761285,3.43704455189923,3.43704455189661,-2.92802659268495,0,0
