learning Rate,Asymptote,ModelOutput,Endpoint,Rotation,Clamp_Trials
0.239949455093725,19.4059835550337,18.4571219342687,17.4554137105224,-30,-30
0.162825257022913,8.24585564621724,7.07847357266938,10.8523908485793,-15,-15
1,11.2316555593818,11.2316555593818,2.34995517127048,0,0
1,13.0077906836974,13.0077906836974,11.3617085562765,-15,-15
0.439683054972212,26.9134884207905,26.8674901701968,-14.3841585038687,15,15
1,7.40626375160748,7.40626375160748,-5.84073202569569,0,0
0.894435315958351,9.32622760566244,9.32622760549323,-5.8640531166174,0,0
0.41764215235107,5.04968938076397,5.03649606614587,-9.83648980595328,15,15
0.0745558044189641,13.2381865566959,7.59296369751678,-16.6409394546282,15,15
0.836885989026059,28.9163401015553,28.9163400386703,11.8512556046447,-30,-30
0.854106584819287,28.3652987054563,28.365298687377,9.74298044135234,-30,-30
0.509228093221789,14.4645561615584,14.4588020039749,-4.74210746759241,0,360
1,17.3142439837598,17.3142439837598,18.3034140655102,-30,-30
1,19.283644084038,19.283644084038,1.43245901590462,0,0
1,19.9839652324128,19.9839652324128,-18.5953466203202,30,30
1,13.1158808525249,13.1158808525249,-5.06173053643815,0,360
1,13.1072892335269,13.1072892335269,-3.21789993132306,0,360
0.995713689181953,22.5345634275427,22.5345634275427,-27.7786299719014,30,30
0.802094400023923,31.9829325871548,31.9829320037672,5.20389940234812,-15,-15
0.801549553620291,31.9982025605292,31.9982019589422,2.62968244624525,-15,-15
0.592796828824778,28.330301928834,28.3288559102666,-27.2064030779654,30,30
0.507323791079169,30.4699629474168,30.4573141444861,-24.7263152289526,30,30
0.0307305791267048,59.310127126525,17.2356737878213,-12.1580293572827,15,15
0.62949949615417,13.5404713843996,13.5402268665229,3.14444133874716,-15,-15
1,15.7990877311554,15.7990877311554,-4.59475314720692,0,360
1,12.8494215843995,12.8494215843995,9.95023839777702,-15,-15
0.026261571528798,62.6220403126066,15.8923803943569,24.9640672144499,-30,-30
0.709032027554959,54.0948941319667,54.0948256693742,-21.6602460669069,30,30
0.471955731605336,19.8466531442145,19.8289902876391,0.629333599226602,0,0
0.500395591842686,19.2698383620292,19.2605108256907,3.49137114330768,0,360
0.678712332411048,16.3467121110875,16.3466505558477,-12.0654709130853,15,15
1,10.1587122421514,10.1587122421514,-20.4813228793974,30,30
0.385328433267497,30.6975102641101,30.5522397348505,9.4500093527428,-30,-30
1,20.6687785675266,20.6687785675266,-13.6673185771741,15,15
0.653049993585788,12.6748296036091,12.6747184616551,-4.935874107255,0,360
0.726530293624875,11.5080421766049,11.5080348144846,-4.12388390125863,0,0
