1,2,3,4,5,6,7,8,9,10,11,12,13,rotation
0,3.32963547075171,5.13065629249881,6.10483981164371,6.63178182003922,6.9168080751083,7.07098057375967,7.15437345044272,7.19948118328941,7.22388024042114,7.23707784427635,7.24421651142151,7.24807786149448,-30
0,0.405716364520916,0.795192020047268,1.16907707747354,1.52799562394272,1.87254676456954,2.20330562246388,2.5208242987235,2.82563279399853,3.11823989316601,3.39913401459119,3.66878402539309,3.92764002407524,-15
0,2.05887741024193,3.11299325363976,3.65268551786825,3.92900025300133,4.07046945297368,4.14289966387494,4.17998289790911,4.19896898436836,4.20868958960754,4.21366640072755,4.2162144569766,4.2175190254024,0
0,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,6.66626161090092,-15
0,2.7990761901073,4.9468346171185,6.59483057989392,7.85935393557851,8.82963502436158,9.57414115548034,10.1454079622658,10.5837465479326,10.9200880146556,11.1781660984393,11.3761919261151,11.5281390726985,15
0,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,5.19722497493974,0
0,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,3.60494215458642,15
0,8.49344309413516,11.3748511000439,12.3523712887938,12.6839958686708,12.7964997977397,12.8346668541763,12.8476150614887,12.8520077521559,12.8534979763107,12.8540035361599,12.8541750477814,12.8542332332491,-30
0,2.60934131256162,4.03471898138042,4.81334517680625,5.2386771891323,5.47101887217879,5.59793774053685,5.6672683872554,5.70514091666412,5.72582914837264,5.73713029297289,5.74330365138627,5.74667590751148,-30
0,7.20859273251066,7.92834788061956,8.00021315203278,8.00738867172009,8.0081051246294,8.00817666018273,8.00818380278112,8.00818451594694,8.00818458715429,8.00818459426411,8.00818459497401,8.00818459504489,0
0,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,7.34033196404777,30
0,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,6.89823478857298,30
0,3.88318819318464,6.24004499084936,7.67051235126406,8.53871820545058,9.06566584934874,9.38549071354526,9.57960476821989,9.69742008041237,9.76892674081507,9.81232689302613,9.83866812056124,9.85465562827047,-15
0,9.55240095578091,10.3255013550746,10.3880703605167,10.3931342311933,10.3935440632826,10.3935772320486,10.3935799164822,10.3935801337404,10.3935801513236,10.3935801527467,10.3935801528619,10.3935801528712,30
0,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,1.81948599955038,15
0,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,7.99546926923821,-15
0,0.402383944955622,0.789224090880688,1.16112088342252,1.51865157344996,1.86237111305077,2.19281301691733,2.51049019045763,2.81589572591692,3.10950366774577,3.39176974840253,3.66313209573227,3.92401191302016,-15
0,0.310496746874476,0.615903560399517,0.916303879199721,1.21177977410102,1.50241197055281,1.78827987068255,2.06946157498883,2.34603390367876,2.61807241765565,2.88565143916262,3.14884407208779,3.4077222219366,-30
0,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,14.0917699469221,30
0,6.6961660228301,7.49244639961275,7.58713676963753,7.5983969569244,7.59973597183903,7.59989520195625,7.59991413694342,7.5999163886138,7.59991665637314,7.59991668821397,7.59991669200035,7.59991669245061,0
0,2.85348839866063,4.23402579717678,4.90193932701498,5.22508050654435,5.38141844138589,5.45705581420887,5.49364969766627,5.51135407126513,5.51991956951001,5.52406361672938,5.52606853540024,5.52703852890272,15
0,1.28310556701002,1.73154817161738,1.88827788645733,1.94305458086914,1.9621989164136,1.96888982004287,1.97122827630698,1.97204556168458,1.97233120114626,1.97243103151678,1.97246592201412,1.97247811616705,30
0,8.51678526517015,10.8803431472928,11.5362720791857,11.7183039079589,11.7688209458198,11.7828403133746,11.7867309347364,11.7878106506738,11.788110290859,11.7881934462868,11.7882165233822,11.7882229276826,-30
0,7.81738781668964,8.06947621860773,8.07760534867928,8.07786748987744,8.07787594318144,8.07787621577632,8.07787622456673,8.0778762248502,8.07787622485934,8.07787622485963,8.07787622485964,8.07787622485964,15
