learning Rate,Asymptote,ModelOutput,Endpoint,Rotation,Clamp_Trials,Change,SDs
0.512314210141445,6.31202636174159,6.30968369819978,-8.87693649656823,-30,-30,27.5603737151642,1.81647459695282
0.0294315593616706,8.38183414573477,2.34753433750154,-6.65092809059238,-15,-15,6.12306350343177,2.11046986608631
0.374357450309463,4.79179055871339,4.76424276151186,-1.69797181311494,0,0,6.65092809059238,1.11237117272327
1,7.1204060267077,7.1204060267077,-9.63595391321172,-15,-15,13.3020281868851,2.60185558922056
0.572918636303407,10.9173155603809,10.9163742503381,2.1670108371674,15,15,24.6359539132117,3.3683914665011
1,6.69629919124697,6.69629919124697,-5.05439884364039,0,0,2.1670108371674,2.35511304307688
1,5.82984870622008,5.82984870622008,-3.12895996330337,0,0,5.05439884364039,1.31485622691217
0.687919013528943,3.88044962950054,3.88043901688427,0.418171754825549,15,15,18.1289599633034,2.7753247832622
0.604507039310633,4.25469128768339,4.25453374639544,0.999738287014087,15,15,14.5818282451745,2.34959646796319
0.623434072763592,10.9068405578976,10.9066050799737,-9.96241800572807,-30,-30,30.9997382870141,2.02807801769932
0.659494720944984,10.5910997950946,10.5910242331017,-9.63716314488719,-30,-30,20.0375819942719,0.692397827210682
0.71094628273034,4.092516916051,4.09251209929518,-5.52505838740086,0,0,9.63716314488719,2.02526937470077
0.463331733301015,4.99630033559695,4.99098643270108,-10.4551361527805,-30,-30,24.4749416125991,2.87273433724067
0.913763201107468,7.8841808302964,7.88418083028094,-2.96994099958334,0,0,10.4551361527805,1.1167975673892
1,8.26918732309316,8.26918732309316,5.20940763461416,30,30,32.9699409995833,0.746544154093951
0.386882258149793,9.9327426036057,9.88702832190264,-4.85408906851424,0,0,5.20940763461416,2.50207181197708
0.50763695837367,9.19590734040165,9.19211650880554,-2.84421193795315,0,0,4.85408906851424,1.64142831556989
1,7.06826746958956,7.06826746958956,4.19007817827347,30,30,32.8442119379531,2.32359974777448
0.465349053954619,11.251152373921,11.2396716111728,-6.95791200369879,-15,-15,19.1900781782735,2.7902798486308
0.433024495825135,11.6664119975682,11.6437057920705,-8.68707889970665,-15,-15,8.04208799630121,1.38025681744147
0.732285239794861,11.8501871896168,11.850181190039,3.99193922666271,30,30,38.6870788997066,2.93942760184563
0.755910248798384,11.626959681293,11.6269575506477,3.10929834298813,30,30,26.0080607733373,2.19056021818775
0.12902112940909,4.19650208647813,3.27823026618644,0.362113411267248,15,15,11.8907016570119,1.11465921677854
1,7.16479861916913,7.16479861916913,-7.46493459351073,-15,-15,15.3621134112672,2.70330713147422
0.705872351640037,2.08998111434539,2.08997813557712,-5.05496283998069,0,0,7.46493459351073,1.24497564791605
0.0438365619328312,12.3130197174019,4.7930162900878,-9.38667006885282,-15,-15,9.94503716001931,2.14933070691209
0.797308120940074,1.22213564009542,1.22213561110068,-10.5824937269164,-30,-30,20.6133299311472,0.874129078503494
1,12.4524221952522,12.4524221952522,2.75261623562742,30,30,40.5824937269164,2.81093720070113
0.854638649401738,6.29284218380388,6.292842179951,-3.04627062306842,0,0,2.75261623562742,0.986544372170859
0.725904126121495,7.18763177297335,7.18762705763027,-5.14165266518538,0,0,3.04627062306842,2.42228963448293
0.583215737495667,5.62228992133506,5.62191929381123,0.827565337435804,15,15,20.1416526651854,1.33999177591832
0.471438967247389,2.80816102498346,2.80563482008207,3.67867832290662,30,30,29.1724346625642,2.549968934787
0.670496782953498,12.0406503986357,12.0405905428416,-7.75293721427228,-30,-30,33.6786783229066,2.70637995135675
0.967477190546171,8.57809025323205,8.57809025323205,0.955013382487567,15,15,22.7529372142723,2.84792096440526
1,4.13291785006923,4.13291785006923,-2.38536540315736,0,0,0.955013382487567,2.20925103224709
1,4.18376118054481,4.18376118054481,-3.94808447143639,0,0,2.38536540315736,2.70891207586952
