lambda
23.8432576
20.52745
21.99824
lambda
9.4217777
9.382427
9.007727
lambda
9.1719917
7.742986
0.8049003
lambda
0
0
13.92561
lambda
9.498707
9.498707
10.97683
lambda
12.76042
12.76042
0.6423165
lambda
0.4318517
0.4318517
0.458758
lambda
0
0
9.476244
lambda
0
0
12.23158
lambda
2.844475
2.844475
16.57176
lambda
0
0
17.37056
lambda
25.39705693
9.70174
10.67243
lambda
0
0
24.67095
lambda
21.7750912
21.71049
1.045739
lambda
0
0
16.67718
lambda
20.37548
20.37548
-2.352504
lambda
0
0
0.02868568
lambda
0
0
17.79831
lambda
16.04508
16.04508
7.658228
lambda
0
0
10.43484
lambda
0
0
17.44728
lambda
0
0
19.70597
lambda
6.1214258
6.017504
14.54125
lambda
12.65219
12.65219
5.643961
lambda
11.45222223
3.29151
-0.08215021
lambda
0
0
9.241885
lambda
0
0
17.98091
lambda
7.472442
7.472442
17.48146
lambda
21.1731
21.1731
-0.8325776
lambda
0
0
4.042483
lambda
0
0
8.620838
lambda
0
0
23.82348
lambda
18.25588
18.25588
15.35187
lambda
8.523436
8.523436
10.1023
lambda
14.14016
14.14016
-1.686171
lambda
0.2195731
0.2195731
0.02265104
