lambda,N0
0.936938968383486,6.61385733087971
0.645660280782841,6.61160980511307
0.661895523293405,8.17425360520854
0.558157285140021,6.71592522185117
0.783535937908071,6.85946220916866
0.662667490411117,6.4940010350236
0.709303786875488,7.09340815606524
1,7.16835988172483
0.785937516160867,5.65855152480752
0.607379895961191,7.39287976185959
0.520567185984603,8.29765142919196
0.700368935176222,7.72221382657823
0.566876683549765,10.8240305155543
0.642356054764768,7.83471582169142
0.430150901074629,7.44625668288033
0.690646995396587,7.64530607539139
0.807843853497218,6.5710212586328
0.588424101032012,7.38730234784607
0.780306389060792,6.19277947783865
0.477094644597931,6.88620191187515
0.588398181876166,8.98323220577931
0.608571503518382,6.81800238640459
0.568432555127548,8.0058873183336
0.545838128557591,5.28777858789969
0.852510983059627,7.56641014772436
0.603792095421834,7.91204977489127
0.581244834240494,9.55267293282737
0.602345357277389,8.72990066552005
0.755294098514387,7.4588257793963
0.752214916658329,6.96173321947596
0.760353898673779,10.0997061954885
0.445329011561052,9.5573950650779
0.699952207436388,8.83046536036311
0.844031181638398,7.54909958848306
0.71806774395723,7.55465210451916
0.583743748288626,8.89251875908292
0.669659854787557,10.4319761289533
0.695207134145174,5.88967294664146
0.631846537190768,8.8855494635503
0.598931950655282,7.46716713605814
0.834460585933086,6.64124894646486
0.415210258114758,10.0481989217878
0.426580443199107,10.14799948818
0.753044335844776,9.78547533012783
0.960242037643737,8.26121518284352
0.887859761631335,6.96106474784453
0.482165014415438,7.80856190801281
0.672474249854311,8.27807481398341
0.635788416900096,6.91844916914813
0.7941112762089,7.83047284033399
0.461305148486089,7.50489084929814
0.598212158826692,6.74907324087439
0.538430645132736,8.76441935631738
0.701785245608237,8.25313079493851
0.486551463118859,8.56548352091879
0.707069153084184,7.98480488368553
0.723140446919703,9.73766436920124
0.62934498042143,6.74834197866755
0.540152877300577,5.8774320619408
0.56084596534547,6.65028081890453
0.712639691419417,9.02495108148582
0.633113926879156,7.11643947327102
0.586393380979481,7.60861198273168
0.548692553605322,7.19632499465251
0.845947834433472,8.10745872464498
0.741322019099645,7.7874596437447
0.668401161347652,7.97411183800923
0.673541116605304,8.26349810929903
0.652663964231691,7.96876869712153
0.535960136330105,7.83151238077179
0.53998082261011,7.00959173821609
0.712360150800664,5.90029675693843
0.295016765040222,7.73161477204994
0.663135991672493,8.0132650907246
0.688587933728988,6.19654015199264
0.590558275841719,6.95808373208794
0.334037280224642,7.13036229990539
0.730006910810738,6.52483892039454
0.57863987191669,7.38375747049253
0.614039407055518,7.78477083071665
0.565390605354554,7.04591801553218
0.695221854574719,6.37318040307107
0.748277962878514,7.30202804177296
0.427562349317641,7.45361128232076
0.704989909742104,9.15127172647144
0.712649537982778,7.43565564556576
0.848317047159634,6.73313675942412
0.51512585211949,8.44881320586349
0.583133217499691,9.76244827459696
1,8.05603988597752
0.60414410174331,7.44803116979065
0.623783348265414,6.85016911233852
0.851060738982945,6.96567258835619
0.468568123940596,8.65860901300773
0.652774535450764,6.74959399757791
0.650778129527341,9.3915737516244
0.80716365920882,5.84452390358913
0.706498475435582,7.48537238986624
0.791275677498866,6.55027227624785
0.668422651739569,6.79643782690927
